# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 22 22:24:17 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_rah:         RA [hrs]
#
rowid	pl_hostname	pl_letter	pl_discmethod	pl_pnum	ra_str	ra	dec_str	dec	st_rah
741	Kepler-104	d	Transit	3	19h10m25.11s	287.604612	+42d10m00.4s	42.166779	19.17364080
742	Kepler-105	b	Transit	2	19h11m32.96s	287.887325	+46d16m34.5s	46.276237	19.19248833
743	Kepler-105	c	Transit	2	19h11m32.96s	287.887325	+46d16m34.5s	46.276237	19.19248833
744	Kepler-106	b	Transit	4	20h03m27.35s	300.863971	+44d20m15.2s	44.337555	20.05759807
745	Kepler-106	c	Transit	4	20h03m27.35s	300.863971	+44d20m15.2s	44.337555	20.05759807
746	Kepler-106	d	Transit	4	20h03m27.35s	300.863971	+44d20m15.2s	44.337555	20.05759807
747	Kepler-106	e	Transit	4	20h03m27.35s	300.863971	+44d20m15.2s	44.337555	20.05759807
748	Kepler-107	b	Transit	4	19h48m06.78s	297.028248	+48d12m31.0s	48.208611	19.80188320
749	Kepler-107	c	Transit	4	19h48m06.78s	297.028248	+48d12m31.0s	48.208611	19.80188320
750	Kepler-107	d	Transit	4	19h48m06.78s	297.028248	+48d12m31.0s	48.208611	19.80188320
751	Kepler-107	e	Transit	4	19h48m06.78s	297.028248	+48d12m31.0s	48.208611	19.80188320
752	Kepler-108	b	Transit	2	19h38m14.20s	294.559169	+46d03m44.4s	46.062325	19.63727793
753	Kepler-108	c	Transit	2	19h38m14.20s	294.559169	+46d03m44.4s	46.062325	19.63727793
754	Kepler-109	b	Transit	2	19h21m34.25s	290.392721	+40d17m05.5s	40.284875	19.35951476
755	Kepler-109	c	Transit	2	19h21m34.25s	290.392721	+40d17m05.5s	40.284875	19.35951476
756	Kepler-11	b	Transit	6	19h48m27.63s	297.115123	+41d54m32.9s	41.909138	19.80767487
757	Kepler-11	c	Transit	6	19h48m27.63s	297.115123	+41d54m32.9s	41.909138	19.80767487
758	Kepler-11	d	Transit	6	19h48m27.63s	297.115123	+41d54m32.9s	41.909138	19.80767487
759	Kepler-11	e	Transit	6	19h48m27.63s	297.115123	+41d54m32.9s	41.909138	19.80767487
760	Kepler-11	f	Transit	6	19h48m27.63s	297.115123	+41d54m32.9s	41.909138	19.80767487
761	Kepler-11	g	Transit	6	19h48m27.63s	297.115123	+41d54m32.9s	41.909138	19.80767487
762	Kepler-110	b	Transit	2	19h31m42.99s	292.929133	+48d36m10.1s	48.602814	19.52860887
763	Kepler-110	c	Transit	2	19h31m42.99s	292.929133	+48d36m10.1s	48.602814	19.52860887
764	Kepler-111	b	Transit	2	19h26m36.76s	291.653170	+44d41m17.8s	44.688274	19.44354467
765	Kepler-111	c	Transit	2	19h26m36.76s	291.653170	+44d41m17.8s	44.688274	19.44354467
766	Kepler-112	b	Transit	2	19h47m55.44s	296.981009	+43d12m35.1s	43.209751	19.79873393
767	Kepler-112	c	Transit	2	19h47m55.44s	296.981009	+43d12m35.1s	43.209751	19.79873393
768	Kepler-113	b	Transit	2	19h11m59.49s	287.997883	+50d56m39.6s	50.944332	19.19985887
769	Kepler-113	c	Transit	2	19h11m59.49s	287.997883	+50d56m39.6s	50.944332	19.19985887
770	Kepler-114	b	Transit	3	19h36m29.14s	294.121421	+48d20m58.3s	48.349525	19.60809473
771	Kepler-114	c	Transit	3	19h36m29.14s	294.121421	+48d20m58.3s	48.349525	19.60809473
772	Kepler-114	d	Transit	3	19h36m29.14s	294.121421	+48d20m58.3s	48.349525	19.60809473
773	Kepler-115	b	Transit	2	19h50m50.84s	297.711849	+45d15m42.9s	45.261925	19.84745660
774	Kepler-115	c	Transit	2	19h50m50.84s	297.711849	+45d15m42.9s	45.261925	19.84745660
775	Kepler-116	b	Transit	2	19h38m58.10s	294.742070	+43d32m12.6s	43.536835	19.64947133
776	Kepler-116	c	Transit	2	19h38m58.10s	294.742070	+43d32m12.6s	43.536835	19.64947133
777	Kepler-117	b	Transit	2	19h15m10.33s	288.793037	+48d02m24.8s	48.040234	19.25286913
778	Kepler-117	c	Transit	2	19h15m10.33s	288.793037	+48d02m24.8s	48.040234	19.25286913
779	Kepler-118	b	Transit	2	19h56m51.16s	299.213164	+41d25m29.4s	41.424824	19.94754426
780	Kepler-118	c	Transit	2	19h56m51.16s	299.213164	+41d25m29.4s	41.424824	19.94754426
781	Kepler-119	b	Transit	2	19h43m47.14s	295.946421	+42d39m32.1s	42.658924	19.72976140
782	Kepler-119	c	Transit	2	19h43m47.14s	295.946421	+42d39m32.1s	42.658924	19.72976140
783	Kepler-12	b	Transit	1	19h04m58.42s	286.243425	+50d02m25.4s	50.040382	19.08289500
784	Kepler-120	b	Transit	2	19h11m33.99s	287.891632	+39d20m20.8s	39.339124	19.19277549
785	Kepler-120	c	Transit	2	19h11m33.99s	287.891632	+39d20m20.8s	39.339124	19.19277549
786	Kepler-121	b	Transit	2	19h04m38.90s	286.162064	+39d40m40.8s	39.677995	19.07747093
787	Kepler-121	c	Transit	2	19h04m38.90s	286.162064	+39d40m40.8s	39.677995	19.07747093
788	Kepler-122	b	Transit	5	19h24m26.85s	291.111883	+39d56m56.8s	39.949104	19.40745886
789	Kepler-122	c	Transit	5	19h24m26.85s	291.111883	+39d56m56.8s	39.949104	19.40745886
790	Kepler-122	d	Transit	5	19h24m26.85s	291.111883	+39d56m56.8s	39.949104	19.40745886
791	Kepler-122	e	Transit	5	19h24m26.85s	291.111883	+39d56m56.8s	39.949104	19.40745886
792	Kepler-122	f	Transit Timing Variations	5	19h24m26.85s	291.111883	+39d56m56.8s	39.949104	19.40745886
793	Kepler-123	b	Transit	2	19h47m59.67s	296.998621	+42d46m55.0s	42.781956	19.79990805
794	Kepler-123	c	Transit	2	19h47m59.67s	296.998621	+42d46m55.0s	42.781956	19.79990805
795	Kepler-124	b	Transit	3	19h07m00.67s	286.752797	+49d03m53.7s	49.064911	19.11685313
796	Kepler-124	c	Transit	3	19h07m00.67s	286.752797	+49d03m53.7s	49.064911	19.11685313
797	Kepler-124	d	Transit	3	19h07m00.67s	286.752797	+49d03m53.7s	49.064911	19.11685313
798	Kepler-125	b	Transit	2	19h53m01.95s	298.258123	+47d36m17.8s	47.604946	19.88387487
799	Kepler-125	c	Transit	2	19h53m01.95s	298.258123	+47d36m17.8s	47.604946	19.88387487
800	Kepler-126	b	Transit	3	19h17m23.35s	289.347291	+44d12m30.8s	44.208553	19.28981940
801	Kepler-126	c	Transit	3	19h17m23.35s	289.347291	+44d12m30.8s	44.208553	19.28981940
802	Kepler-126	d	Transit	3	19h17m23.35s	289.347291	+44d12m30.8s	44.208553	19.28981940
803	Kepler-127	b	Transit	3	19h00m45.60s	285.189985	+46d01m40.7s	46.027962	19.01266567
804	Kepler-127	c	Transit	3	19h00m45.60s	285.189985	+46d01m40.7s	46.027962	19.01266567
805	Kepler-127	d	Transit	3	19h00m45.60s	285.189985	+46d01m40.7s	46.027962	19.01266567
806	Kepler-128	b	Transit	2	18h49m58.13s	282.492224	+43d58m48.8s	43.980213	18.83281493
807	Kepler-128	c	Transit	2	18h49m58.13s	282.492224	+43d58m48.8s	43.980213	18.83281493
808	Kepler-129	b	Transit	2	19h01m14.71s	285.311284	+47d50m54.9s	47.848595	19.02075227
809	Kepler-129	c	Transit	2	19h01m14.71s	285.311284	+47d50m54.9s	47.848595	19.02075227
810	Kepler-130	b	Transit	3	19h13m48.16s	288.450665	+40d14m43.1s	40.245305	19.23004434
811	Kepler-130	c	Transit	3	19h13m48.16s	288.450665	+40d14m43.1s	40.245305	19.23004434
812	Kepler-130	d	Transit	3	19h13m48.16s	288.450665	+40d14m43.1s	40.245305	19.23004434
813	Kepler-131	b	Transit	2	19h14m07.40s	288.530825	+40d56m32.3s	40.942304	19.23538834
814	Kepler-131	c	Transit	2	19h14m07.40s	288.530825	+40d56m32.3s	40.942304	19.23538834
815	Kepler-132	b	Transit	3	18h52m56.59s	283.235810	+41d20m34.9s	41.343037	18.88238733
816	Kepler-132	c	Transit	3	18h52m56.59s	283.235810	+41d20m34.9s	41.343037	18.88238733
817	Kepler-132	d	Transit	3	18h52m56.59s	283.235810	+41d20m34.9s	41.343037	18.88238733
818	Kepler-133	b	Transit	2	19h49m06.71s	297.277976	+48d19m13.2s	48.320328	19.81853173
819	Kepler-133	c	Transit	2	19h49m06.71s	297.277976	+48d19m13.2s	48.320328	19.81853173
820	Kepler-134	b	Transit	2	18h58m57.36s	284.739001	+49d35m54.2s	49.598396	18.98260007
821	Kepler-134	c	Transit	2	18h58m57.36s	284.739001	+49d35m54.2s	49.598396	18.98260007
822	Kepler-135	b	Transit	2	19h21m58.83s	290.495129	+38d47m43.7s	38.795481	19.36634192
823	Kepler-135	c	Transit	2	19h21m58.83s	290.495129	+38d47m43.7s	38.795481	19.36634192
824	Kepler-136	b	Transit	2	19h45m52.16s	296.467314	+42d35m55.6s	42.598771	19.76448762
825	Kepler-136	c	Transit	2	19h45m52.16s	296.467314	+42d35m55.6s	42.598771	19.76448762
826	Kepler-137	b	Transit	2	18h48m32.53s	282.135534	+43d02m20.8s	43.039101	18.80903560
827	Kepler-137	c	Transit	2	18h48m32.53s	282.135534	+43d02m20.8s	43.039101	18.80903560
828	Kepler-138	b	Transit	3	19h21m31.57s	290.381547	+43d17m34.7s	43.292973	19.35876980
829	Kepler-138	c	Transit	3	19h21m31.57s	290.381547	+43d17m34.7s	43.292973	19.35876980
830	Kepler-138	d	Transit	3	19h21m31.57s	290.381547	+43d17m34.7s	43.292973	19.35876980
831	Kepler-139	b	Transit	2	18h49m34.07s	282.391957	+43d53m21.7s	43.889351	18.82613047
832	Kepler-139	c	Transit	2	18h49m34.07s	282.391957	+43d53m21.7s	43.889351	18.82613047
833	Kepler-14	b	Transit	1	19h10m50.12s	287.708814	+47d19m59.0s	47.333050	19.18058760
834	Kepler-140	b	Transit	2	19h09m28.67s	287.369468	+46d46m05.6s	46.768213	19.15796451
835	Kepler-140	c	Transit	2	19h09m28.67s	287.369468	+46d46m05.6s	46.768213	19.15796451
836	Kepler-141	b	Transit	2	19h51m53.02s	297.970897	+47d43m54.0s	47.731678	19.86472647
837	Kepler-141	c	Transit	2	19h51m53.02s	297.970897	+47d43m54.0s	47.731678	19.86472647
838	Kepler-142	b	Transit	3	19h40m28.54s	295.118899	+48d28m52.6s	48.481281	19.67459327
839	Kepler-142	c	Transit	3	19h40m28.54s	295.118899	+48d28m52.6s	48.481281	19.67459327
840	Kepler-142	d	Transit	3	19h40m28.54s	295.118899	+48d28m52.6s	48.481281	19.67459327
841	Kepler-143	b	Transit	2	19h52m16.25s	298.067706	+49d24m45.4s	49.412605	19.87118040
842	Kepler-143	c	Transit	2	19h52m16.25s	298.067706	+49d24m45.4s	49.412605	19.87118040
843	Kepler-144	b	Transit	2	18h47m39.76s	281.915678	+42d46m31.8s	42.775513	18.79437853
844	Kepler-144	c	Transit	2	18h47m39.76s	281.915678	+42d46m31.8s	42.775513	18.79437853
845	Kepler-145	b	Transit	2	19h25m33.06s	291.387762	+44d31m44.8s	44.529106	19.42585080
846	Kepler-145	c	Transit	2	19h25m33.06s	291.387762	+44d31m44.8s	44.529106	19.42585080
847	Kepler-146	b	Transit	2	19h36m26.58s	294.110756	+38d42m36.8s	38.710230	19.60738372
848	Kepler-146	c	Transit	2	19h36m26.58s	294.110756	+38d42m36.8s	38.710230	19.60738372
849	Kepler-147	b	Transit	2	19h11m54.18s	287.975766	+39d05m13.9s	39.087181	19.19838442
850	Kepler-147	c	Transit	2	19h11m54.18s	287.975766	+39d05m13.9s	39.087181	19.19838442
851	Kepler-148	b	Transit	2	19h19m08.69s	289.786216	+46d51m31.6s	46.858788	19.31908107
852	Kepler-148	c	Transit	2	19h19m08.69s	289.786216	+46d51m31.6s	46.858788	19.31908107
853	Kepler-149	b	Transit	3	19h03m24.88s	285.853667	+38d23m02.8s	38.384119	19.05691113
854	Kepler-149	c	Transit	3	19h03m24.88s	285.853667	+38d23m02.8s	38.384119	19.05691113
855	Kepler-149	d	Transit	3	19h03m24.88s	285.853667	+38d23m02.8s	38.384119	19.05691113
856	Kepler-15	b	Transit	1	19h44m48.14s	296.200595	+49d08m24.4s	49.140125	19.74670633
857	Kepler-150	b	Transit	4	19h12m56.18s	288.234084	+40d31m15.3s	40.520905	19.21560560
858	Kepler-150	c	Transit	4	19h12m56.18s	288.234084	+40d31m15.3s	40.520905	19.21560560
859	Kepler-150	d	Transit	4	19h12m56.18s	288.234084	+40d31m15.3s	40.520905	19.21560560
860	Kepler-150	e	Transit	4	19h12m56.18s	288.234084	+40d31m15.3s	40.520905	19.21560560
861	Kepler-151	b	Transit	2	19h28m39.07s	292.162778	+41d01m23.6s	41.023235	19.47751852
862	Kepler-151	c	Transit	2	19h28m39.07s	292.162778	+41d01m23.6s	41.023235	19.47751852
863	Kepler-152	b	Transit	2	19h07m27.71s	286.865479	+41d59m20.7s	41.989086	19.12436527
864	Kepler-152	c	Transit	2	19h07m27.71s	286.865479	+41d59m20.7s	41.989086	19.12436527
865	Kepler-153	b	Transit	2	18h49m50.53s	282.460522	+48d15m25.6s	48.257118	18.83070147
866	Kepler-153	c	Transit	2	18h49m50.53s	282.460522	+48d15m25.6s	48.257118	18.83070147
867	Kepler-154	b	Transit	2	19h19m07.33s	289.780522	+49d53m47.5s	49.896530	19.31870147
868	Kepler-154	c	Transit	2	19h19m07.33s	289.780522	+49d53m47.5s	49.896530	19.31870147
869	Kepler-155	b	Transit	2	19h13m59.00s	288.495833	+51d04m55.0s	51.081947	19.23305553
870	Kepler-155	c	Transit	2	19h13m59.00s	288.495833	+51d04m55.0s	51.081947	19.23305553
871	Kepler-156	b	Transit	2	19h21m11.16s	290.296515	+37d44m58.2s	37.749490	19.35310102
872	Kepler-156	c	Transit	2	19h21m11.16s	290.296515	+37d44m58.2s	37.749490	19.35310102
873	Kepler-157	b	Transit	2	19h24m23.33s	291.097225	+38d52m32.2s	38.875609	19.40648165
874	Kepler-157	c	Transit	2	19h24m23.33s	291.097225	+38d52m32.2s	38.875609	19.40648165
875	Kepler-158	b	Transit	2	18h56m07.74s	284.032244	+39d46m52.9s	39.781348	18.93548296
876	Kepler-158	c	Transit	2	18h56m07.74s	284.032244	+39d46m52.9s	39.781348	18.93548296
877	Kepler-159	b	Transit	2	19h48m16.84s	297.070170	+40d52m07.6s	40.868784	19.80467803
878	Kepler-159	c	Transit	2	19h48m16.84s	297.070170	+40d52m07.6s	40.868784	19.80467803
879	Kepler-16	b	Transit	1	19h16m18.17s	289.075710	+51d45m26.8s	51.757439	19.27171400
880	Kepler-160	b	Transit	2	19h11m05.66s	287.773581	+42d52m09.4s	42.869286	19.18490540
881	Kepler-160	c	Transit	2	19h11m05.66s	287.773581	+42d52m09.4s	42.869286	19.18490540
882	Kepler-161	b	Transit	2	19h22m03.96s	290.516491	+43d05m01.8s	43.083824	19.36776607
883	Kepler-161	c	Transit	2	19h22m03.96s	290.516491	+43d05m01.8s	43.083824	19.36776607
884	Kepler-162	b	Transit	2	19h49m06.94s	297.278910	+43d43m26.5s	43.724018	19.81859400
885	Kepler-162	c	Transit	2	19h49m06.94s	297.278910	+43d43m26.5s	43.724018	19.81859400
886	Kepler-163	b	Transit	2	19h40m00.68s	295.002819	+46d59m14.4s	46.987328	19.66685460
887	Kepler-163	c	Transit	2	19h40m00.68s	295.002819	+46d59m14.4s	46.987328	19.66685460
888	Kepler-164	b	Transit	3	19h11m07.40s	287.780828	+47d37m47.7s	47.629913	19.18538853
889	Kepler-164	c	Transit	3	19h11m07.40s	287.780828	+47d37m47.7s	47.629913	19.18538853
890	Kepler-164	d	Transit	3	19h11m07.40s	287.780828	+47d37m47.7s	47.629913	19.18538853
891	Kepler-165	b	Transit	2	18h42m45.84s	280.691016	+47d48m35.0s	47.809735	18.71273437
892	Kepler-165	c	Transit	2	18h42m45.84s	280.691016	+47d48m35.0s	47.809735	18.71273437
893	Kepler-166	b	Transit	2	19h32m38.44s	293.160171	+48d52m52.3s	48.881191	19.54401140
894	Kepler-166	c	Transit	2	19h32m38.44s	293.160171	+48d52m52.3s	48.881191	19.54401140
895	Kepler-167	b	Transit	4	19h30m38.03s	292.658441	+38d20m43.5s	38.345413	19.51056272
896	Kepler-167	c	Transit	4	19h30m38.03s	292.658441	+38d20m43.5s	38.345413	19.51056272
897	Kepler-167	d	Transit	4	19h30m38.03s	292.658441	+38d20m43.5s	38.345413	19.51056272
898	Kepler-167	e	Transit	4	19h30m38.03s	292.658441	+38d20m43.5s	38.345413	19.51056272
899	Kepler-168	b	Transit	2	19h38m50.44s	294.710165	+39d49m30.4s	39.825104	19.64734430
900	Kepler-168	c	Transit	2	19h38m50.44s	294.710165	+39d49m30.4s	39.825104	19.64734430
901	Kepler-169	b	Transit	5	19h03m59.97s	285.999891	+40d55m09.6s	40.919329	19.06665941
902	Kepler-169	c	Transit	5	19h03m59.97s	285.999891	+40d55m09.6s	40.919329	19.06665941
903	Kepler-169	d	Transit	5	19h03m59.97s	285.999891	+40d55m09.6s	40.919329	19.06665941
904	Kepler-169	e	Transit	5	19h03m59.97s	285.999891	+40d55m09.6s	40.919329	19.06665941
905	Kepler-169	f	Transit	5	19h03m59.97s	285.999891	+40d55m09.6s	40.919329	19.06665941
906	Kepler-17	b	Transit	1	19h53m34.87s	298.395274	+47d48m54.0s	47.815006	19.89301827
907	Kepler-170	b	Transit	2	18h58m05.09s	284.521193	+41d37m46.6s	41.629604	18.96807953
908	Kepler-170	c	Transit	2	18h58m05.09s	284.521193	+41d37m46.6s	41.629604	18.96807953
909	Kepler-171	b	Transit	3	19h47m05.26s	296.771914	+41d45m19.9s	41.755537	19.78479426
910	Kepler-171	c	Transit	3	19h47m05.26s	296.771914	+41d45m19.9s	41.755537	19.78479426
911	Kepler-171	d	Transit	3	19h47m05.26s	296.771914	+41d45m19.9s	41.755537	19.78479426
912	Kepler-172	b	Transit	4	18h53m28.42s	283.368413	+41d49m18.7s	41.821857	18.89122753
913	Kepler-172	c	Transit	4	18h53m28.42s	283.368413	+41d49m18.7s	41.821857	18.89122753
914	Kepler-172	d	Transit	4	18h53m28.42s	283.368413	+41d49m18.7s	41.821857	18.89122753
915	Kepler-172	e	Transit	4	18h53m28.42s	283.368413	+41d49m18.7s	41.821857	18.89122753
916	Kepler-173	b	Transit	2	19h38m35.21s	294.646695	+41d53m02.8s	41.884106	19.64311300
917	Kepler-173	c	Transit	2	19h38m35.21s	294.646695	+41d53m02.8s	41.884106	19.64311300
918	Kepler-174	b	Transit	3	19h09m45.41s	287.439194	+43d49m55.5s	43.832092	19.16261293
919	Kepler-174	c	Transit	3	19h09m45.41s	287.439194	+43d49m55.5s	43.832092	19.16261293
920	Kepler-174	d	Transit	3	19h09m45.41s	287.439194	+43d49m55.5s	43.832092	19.16261293
921	Kepler-175	b	Transit	2	19h18m12.79s	289.553283	+43d52m34.3s	43.876183	19.30355220
922	Kepler-175	c	Transit	2	19h18m12.79s	289.553283	+43d52m34.3s	43.876183	19.30355220
923	Kepler-176	b	Transit	3	19h38m40.31s	294.667956	+43d51m11.7s	43.853259	19.64453043
924	Kepler-176	c	Transit	3	19h38m40.31s	294.667956	+43d51m11.7s	43.853259	19.64453043
925	Kepler-176	d	Transit	3	19h38m40.31s	294.667956	+43d51m11.7s	43.853259	19.64453043
926	Kepler-177	b	Transit	2	19h04m11.31s	286.047132	+45d03m11.5s	45.053207	19.06980880
927	Kepler-177	c	Transit	2	19h04m11.31s	286.047132	+45d03m11.5s	45.053207	19.06980880
928	Kepler-178	b	Transit	3	19h08m24.26s	287.101089	+46d53m47.3s	46.896477	19.14007260
929	Kepler-178	c	Transit	3	19h08m24.26s	287.101089	+46d53m47.3s	46.896477	19.14007260
930	Kepler-178	d	Transit	3	19h08m24.26s	287.101089	+46d53m47.3s	46.896477	19.14007260
931	Kepler-179	b	Transit	2	19h54m39.30s	298.663735	+47d45m43.4s	47.762043	19.91091567
932	Kepler-179	c	Transit	2	19h54m39.30s	298.663735	+47d45m43.4s	47.762043	19.91091567
933	Kepler-18	b	Transit	3	19h52m19.07s	298.079439	+44d44m46.8s	44.746321	19.87196260
934	Kepler-18	c	Transit	3	19h52m19.07s	298.079439	+44d44m46.8s	44.746321	19.87196260
935	Kepler-18	d	Transit	3	19h52m19.07s	298.079439	+44d44m46.8s	44.746321	19.87196260
936	Kepler-180	b	Transit	2	19h42m17.12s	295.571343	+49d46m28.5s	49.774586	19.70475620
937	Kepler-180	c	Transit	2	19h42m17.12s	295.571343	+49d46m28.5s	49.774586	19.70475620
938	Kepler-181	b	Transit	2	19h44m36.34s	296.151402	+50d05m44.9s	50.095806	19.74342680
939	Kepler-181	c	Transit	2	19h44m36.34s	296.151402	+50d05m44.9s	50.095806	19.74342680
940	Kepler-182	b	Transit	2	19h19m19.23s	289.830114	+50d35m10.5s	50.586246	19.32200760
941	Kepler-182	c	Transit	2	19h19m19.23s	289.830114	+50d35m10.5s	50.586246	19.32200760
942	Kepler-183	b	Transit	2	19h34m07.40s	293.530848	+39d18m57.2s	39.315898	19.56872320
943	Kepler-183	c	Transit	2	19h34m07.40s	293.530848	+39d18m57.2s	39.315898	19.56872320
944	Kepler-184	b	Transit	3	19h27m48.46s	291.951908	+43d04m29.0s	43.074715	19.46346053
945	Kepler-184	c	Transit	3	19h27m48.46s	291.951908	+43d04m29.0s	43.074715	19.46346053
946	Kepler-184	d	Transit	3	19h27m48.46s	291.951908	+43d04m29.0s	43.074715	19.46346053
947	Kepler-185	b	Transit	2	18h49m52.34s	282.468103	+43d53m23.7s	43.889915	18.83120687
948	Kepler-185	c	Transit	2	18h49m52.34s	282.468103	+43d53m23.7s	43.889915	18.83120687
949	Kepler-186	b	Transit	5	19h54m36.65s	298.652714	+43d57m18.1s	43.955017	19.91018093
950	Kepler-186	c	Transit	5	19h54m36.65s	298.652714	+43d57m18.1s	43.955017	19.91018093
951	Kepler-186	d	Transit	5	19h54m36.65s	298.652714	+43d57m18.1s	43.955017	19.91018093
952	Kepler-186	e	Transit	5	19h54m36.65s	298.652714	+43d57m18.1s	43.955017	19.91018093
953	Kepler-186	f	Transit	5	19h54m36.65s	298.652714	+43d57m18.1s	43.955017	19.91018093
954	Kepler-187	b	Transit	2	19h59m11.15s	299.796456	+44d05m21.5s	44.089306	19.98643040
955	Kepler-187	c	Transit	2	19h59m11.15s	299.796456	+44d05m21.5s	44.089306	19.98643040
956	Kepler-188	b	Transit	2	18h45m07.13s	281.279710	+44d18m55.9s	44.315533	18.75198067
957	Kepler-188	c	Transit	2	18h45m07.13s	281.279710	+44d18m55.9s	44.315533	18.75198067
958	Kepler-189	b	Transit	2	19h10m15.54s	287.564731	+44d18m18.0s	44.305004	19.17098207
959	Kepler-189	c	Transit	2	19h10m15.54s	287.564731	+44d18m18.0s	44.305004	19.17098207
960	Kepler-19	b	Transit	2	19h21m41.00s	290.420839	+37d51m06.4s	37.851786	19.36138926
961	Kepler-19	c	Transit Timing Variations	2	19h21m41.00s	290.420839	+37d51m06.4s	37.851786	19.36138926
962	Kepler-190	b	Transit	2	19h14m20.17s	288.584039	+44d44m01.7s	44.733799	19.23893593
963	Kepler-190	c	Transit	2	19h14m20.17s	288.584039	+44d44m01.7s	44.733799	19.23893593
964	Kepler-191	b	Transit	2	19h24m44.01s	291.183386	+45d19m23.4s	45.323177	19.41222573
965	Kepler-191	c	Transit	2	19h24m44.01s	291.183386	+45d19m23.4s	45.323177	19.41222573
966	Kepler-192	b	Transit	2	19h11m40.30s	287.917924	+45d35m34.4s	45.592876	19.19452827
967	Kepler-192	c	Transit	2	19h11m40.30s	287.917924	+45d35m34.4s	45.592876	19.19452827
968	Kepler-193	b	Transit	2	19h45m59.66s	296.498596	+46d34m38.1s	46.577244	19.76657307
969	Kepler-193	c	Transit	2	19h45m59.66s	296.498596	+46d34m38.1s	46.577244	19.76657307
970	Kepler-194	b	Transit	3	19h27m53.15s	291.971445	+47d51m51.0s	47.864174	19.46476300
971	Kepler-194	c	Transit	3	19h27m53.15s	291.971445	+47d51m51.0s	47.864174	19.46476300
972	Kepler-194	d	Transit	3	19h27m53.15s	291.971445	+47d51m51.0s	47.864174	19.46476300
973	Kepler-195	b	Transit	2	19h12m29.03s	288.120962	+47d58m00.0s	47.966667	19.20806413
974	Kepler-195	c	Transit	2	19h12m29.03s	288.120962	+47d58m00.0s	47.966667	19.20806413
975	Kepler-196	b	Transit	2	18h59m52.44s	284.968519	+42d04m45.1s	42.079205	18.99790127
976	Kepler-196	c	Transit	2	18h59m52.44s	284.968519	+42d04m45.1s	42.079205	18.99790127
977	Kepler-197	b	Transit	4	19h40m54.34s	295.226435	+50d33m32.4s	50.559006	19.68176232
978	Kepler-197	c	Transit	4	19h40m54.34s	295.226435	+50d33m32.4s	50.559006	19.68176232
979	Kepler-197	d	Transit	4	19h40m54.34s	295.226435	+50d33m32.4s	50.559006	19.68176232
980	Kepler-197	e	Transit	4	19h40m54.34s	295.226435	+50d33m32.4s	50.559006	19.68176232
981	Kepler-198	b	Transit	2	19h22m41.55s	290.673130	+38d41m27.6s	38.691011	19.37820867
982	Kepler-198	c	Transit	2	19h22m41.55s	290.673130	+38d41m27.6s	38.691011	19.37820867
983	Kepler-199	b	Transit	2	19h42m14.26s	295.559419	+40d14m10.6s	40.236271	19.70396127
984	Kepler-199	c	Transit	2	19h42m14.26s	295.559419	+40d14m10.6s	40.236271	19.70396127
985	Kepler-20	b	Transit	5	19h10m47.52s	287.698004	+42d20m19.4s	42.338726	19.17986693
986	Kepler-20	c	Transit	5	19h10m47.52s	287.698004	+42d20m19.4s	42.338726	19.17986693
987	Kepler-20	d	Transit	5	19h10m47.52s	287.698004	+42d20m19.4s	42.338726	19.17986693
988	Kepler-20	e	Transit	5	19h10m47.52s	287.698004	+42d20m19.4s	42.338726	19.17986693
989	Kepler-20	f	Transit	5	19h10m47.52s	287.698004	+42d20m19.4s	42.338726	19.17986693
990	Kepler-200	b	Transit	2	18h57m38.38s	284.409920	+41d14m14.9s	41.237465	18.96066135
991	Kepler-200	c	Transit	2	18h57m38.38s	284.409920	+41d14m14.9s	41.237465	18.96066135
992	Kepler-201	b	Transit	2	19h34m30.25s	293.626040	+41d16m22.2s	41.272827	19.57506933
993	Kepler-201	c	Transit	2	19h34m30.25s	293.626040	+41d16m22.2s	41.272827	19.57506933
994	Kepler-202	b	Transit	2	18h51m53.62s	282.973419	+41d19m19.2s	41.322006	18.86489460
995	Kepler-202	c	Transit	2	18h51m53.62s	282.973419	+41d19m19.2s	41.322006	18.86489460
996	Kepler-203	b	Transit	3	19h48m21.59s	297.089977	+41d23m16.9s	41.388039	19.80599848
997	Kepler-203	c	Transit	3	19h48m21.59s	297.089977	+41d23m16.9s	41.388039	19.80599848
998	Kepler-203	d	Transit	3	19h48m21.59s	297.089977	+41d23m16.9s	41.388039	19.80599848
999	Kepler-204	b	Transit	2	19h01m23.32s	285.347187	+41d45m42.9s	41.761925	19.02314580
1000	Kepler-204	c	Transit	2	19h01m23.32s	285.347187	+41d45m42.9s	41.761925	19.02314580
1001	Kepler-205	b	Transit	2	19h01m08.91s	285.287111	+41d51m40.2s	41.861172	19.01914073
1002	Kepler-205	c	Transit	2	19h01m08.91s	285.287111	+41d51m40.2s	41.861172	19.01914073
